x,y
9.76170474663377,1015.84198803437
8.03478978807107,612.202778932522
1.10438034404069,70.5438715540108
7.54433406982571,534.793141330566
4.39583769533783,208.281607168661
2.81068832380697,136.079470888376
8.10544066363946,628.234647162605
1.93002640036866,99.0847375173788
6.59221129259095,389.613451760764
5.39283504709601,274.14801101445
5.52680812543258,281.639926713514
2.82029872527346,131.183222318268
4.69842192251235,227.917830161624
6.985690202564,444.219836556541
4.48782732244581,199.288244150589
1.46202935604379,79.0946179528791
4.40092728473246,204.544331466554
8.8977951137349,792.813134652396
8.80308652762324,768.017924680477
4.08450245857239,183.367608078364
1.47833900526166,84.9362435122679
3.88680716510862,175.749035828026
2.28246773825958,106.563334074756
3.69363244855776,164.57966495567
3.52980265393853,158.001842538055
3.74669346259907,171.099087593356
7.60085341054946,542.830425288303
1.4476102613844,92.7833131946282
5.39594358298928,265.917473730987
9.96304525528103,1087.44476806369
2.40243202308193,110.075022384102
3.82060511037707,174.622384355799
1.77484184969217,90.4408386312577
0.748679507523775,62.6175022688553
4.23582144314423,191.341642080096
1.19647151324898,75.7810202589551
9.14912201231346,840.753514783517
1.67530867503956,85.1136120188784
1.6664422233589,92.7661074813335
7.85703938920051,567.47994090968
